Machine_ID,Temperature,Run_Time,Downtime_Flag
M882,14.3,401,0
M695,33.8,267,1
M906,91.3,71,1
M155,70.9,182,0
M855,23.1,256,0
M039,57.2,83,0
M432,78.1,293,0
M470,78.1,19,1
M191,79.3,57,0
M391,26.9,473,0
M779,32.7,17,0
M441,46.3,120,1
M570,62.5,17,1
M914,94.4,85,1
M194,55.0,243,1
M593,20.3,115,0
M834,47.1,389,1
M093,81.0,15,0
M559,78.9,217,0
M871,58.8,53,0
M924,27.3,158,1
M617,58.3,467,1
M036,78.2,414,1
M136,11.1,475,0
M140,29.6,138,1
M078,28.3,242,0
M861,14.0,404,0
M375,43.4,120,1
M964,96.9,216,0
M070,89.1,33,1
M128,51.0,171,1
M298,58.9,341,1
M282,34.5,430,0
M969,99.6,139,1
M434,35.0,435,0
M240,45.6,445,0
M145,33.7,71,1
M308,19.8,351,1
M289,84.3,340,0
M167,65.1,205,0
M649,83.5,237,0
M353,91.1,313,1
M121,70.8,44,0
M107,89.9,476,0
M519,74.5,329,1
M246,71.7,200,1
M675,99.8,360,0
M302,67.3,468,1
M914,62.9,182,1
M992,82.1,92,1
M743,49.5,45,1
M986,99.1,135,1
M268,61.9,224,0
M023,36.5,154,1
M449,29.6,417,0
M177,56.8,87,0
M700,64.3,150,1
M139,24.0,196,0
M583,20.3,349,0
M980,54.9,87,1
M682,97.4,304,0
M555,42.1,376,1
M398,52.5,52,1
M449,34.2,388,0
M923,83.3,302,1
M943,93.5,271,1
M545,73.7,458,0
M817,55.7,366,0
M720,55.5,204,1
M581,86.0,173,0
M248,50.0,333,1
M765,58.7,430,0
M250,54.1,167,1
M621,57.8,107,1
M588,70.6,480,1
M955,21.7,62,1
M694,30.1,299,1
M564,63.8,83,0
M423,59.0,364,1
M306,77.4,419,1
M393,68.3,180,0
M141,28.2,49,0
M836,23.2,172,0
M564,51.8,452,0
M222,45.3,438,0
M869,23.7,460,1
M024,25.5,449,1
M756,61.2,119,1
M817,43.6,171,0
M859,38.4,465,0
M457,67.1,326,1
M855,12.4,111,1
M660,23.6,380,1
M051,58.0,240,0
M200,76.4,17,1
M903,90.9,165,1
M780,62.4,56,1
M533,46.0,68,1
M332,81.6,139,0
M676,99.6,341,0
M778,43.2,96,0
M626,86.7,263,1
M081,86.8,75,1
M046,14.9,34,1
M947,13.2,364,1
M302,69.0,424,0
M068,47.1,349,0
M475,43.9,223,1
M422,56.7,15,1
M683,83.3,52,1
M545,74.9,457,0
M017,68.4,295,1
M822,22.8,257,0
M876,18.4,10,1
M564,40.1,289,1
M145,32.2,289,1
M297,75.7,70,0
M952,82.9,277,0
M028,59.8,112,1
M449,81.0,458,1
M744,44.7,79,1
M532,25.0,214,0
M975,22.5,65,1
M465,85.0,160,1
M116,41.5,65,0
M576,55.4,247,0
M253,22.4,74,1
M164,66.5,456,0
M290,24.7,271,1
M049,75.5,382,0
M964,50.0,437,1
M438,85.4,434,1
M240,45.9,227,0
M727,74.4,142,1
M798,84.1,44,0
M558,37.4,388,0
M407,56.3,161,0
M799,82.4,51,1
M673,96.4,114,1
M575,82.4,218,0
M207,52.9,360,0
M016,36.8,157,1
M415,44.9,265,0
M826,94.0,53,1
M186,71.4,41,1
M282,54.1,35,1
M799,24.4,135,0
M643,96.1,251,1
M925,57.6,215,1
M192,33.8,475,1
M913,89.8,31,1
M142,75.0,142,0
M836,60.8,284,1
M969,82.0,155,0
M285,33.1,386,1
M822,39.1,305,1
M628,51.0,188,0
M299,24.4,471,1
M067,12.4,119,1
M134,35.8,458,0
M870,71.5,201,1
M193,51.3,234,0
M692,40.9,64,1
M483,94.0,189,0
M979,66.2,291,0
M359,71.3,60,1
M527,15.1,405,1
M085,33.3,154,1
M301,29.1,369,0
M903,19.9,13,1
M015,40.4,222,1
M027,36.3,60,0
M790,47.7,427,0
M932,11.8,90,0
M593,90.8,55,1
M266,44.6,99,1
M690,41.0,15,0
M935,39.3,433,0
M567,46.0,367,1
M800,49.4,473,0
M477,69.9,406,1
M117,67.0,214,0
M423,15.4,18,1
M625,84.4,16,1
M034,79.3,437,1
M601,43.2,267,1
M804,62.1,34,0
M868,29.3,176,1
M047,81.1,237,1
M714,39.9,124,0
M138,36.3,91,0
M590,57.6,94,0
M955,93.2,228,1
M622,25.6,166,0
M235,45.3,134,0
M340,56.8,383,1
M513,69.9,30,1
M925,75.8,347,0
M448,48.1,189,0
M908,28.2,233,0
M353,88.5,29,0
M596,79.8,182,0
M156,51.9,181,0
M990,38.3,299,0
M435,51.1,480,0
M636,19.5,442,0
M015,67.9,324,0
M958,90.6,131,0
M155,70.1,411,1
M949,57.9,301,1
M460,22.3,480,0
M909,38.2,340,0
M810,88.1,177,1
M367,10.0,232,0
M955,53.6,348,0
M073,43.8,157,1
M718,41.6,26,1
M134,73.4,125,1
M639,32.6,336,0
M644,90.7,134,1
M010,40.2,220,1
M395,40.0,200,1
M272,83.3,434,0
M581,70.1,55,0
M278,48.3,245,1
M370,29.2,226,1
M108,77.5,133,0
M712,57.8,290,1
M754,91.7,358,0
M850,93.4,445,1
M413,94.4,283,1
M705,32.5,420,0
M722,80.0,70,1
M907,89.7,87,1
M549,42.8,290,0
M374,39.3,162,0
M261,93.6,128,1
M034,62.7,431,1
M507,21.9,137,0
M573,55.9,258,0
M434,59.3,376,1
M586,62.5,466,1
M862,85.9,154,1
M320,93.6,258,0
M791,85.5,318,0
M247,33.1,249,0
M891,73.0,380,1
M998,54.1,261,1
M638,51.7,282,0
M498,36.9,442,1
M721,20.7,109,1
M347,40.7,467,0
M072,99.9,56,1
M502,42.5,43,0
M801,55.0,111,1
M376,25.3,464,1
M699,93.4,345,1
M303,15.8,441,1
M122,79.4,386,1
M967,41.5,294,1
M110,20.1,391,1
M306,61.8,351,0
M695,27.7,452,1
M780,34.8,174,0
M450,64.8,365,0
M212,36.3,451,1
M039,17.0,352,0
M426,57.6,333,0
M511,52.9,267,0
M721,60.5,414,1
M913,19.2,49,1
M043,36.0,393,1
M568,17.8,262,0
M759,28.5,220,0
M889,80.5,115,0
M708,43.1,147,0
M681,21.7,29,1
M045,73.1,222,1
M802,35.8,55,1
M890,18.9,221,1
M427,63.2,107,1
M891,12.3,105,1
M267,68.8,113,1
M922,10.3,239,1
M941,20.9,476,0
M308,71.5,289,0
M295,37.8,388,0
M357,86.4,203,0
M977,49.7,417,0
M405,16.9,277,1
M830,42.4,48,1
M857,29.8,106,1
M182,13.8,224,0
M444,94.5,476,0
M117,31.6,263,0
M279,50.2,25,0
M214,18.8,55,1
M840,58.9,394,0
M407,62.3,96,1
M490,89.0,312,1
M987,50.6,446,1
M308,68.2,239,0
M280,52.3,153,1
M358,53.9,88,1
M801,64.8,380,0
M709,25.8,422,0
M457,92.5,46,1
M593,42.8,49,0
M728,30.4,342,0
M906,75.1,68,0
M320,85.2,61,1
M626,27.2,365,1
M622,68.8,179,0
M947,49.5,324,0
M688,43.5,357,0
M600,97.1,232,1
M431,20.8,169,1
M885,35.5,420,1
M471,73.7,453,1
M194,28.3,304,0
M293,92.8,55,1
M922,81.4,354,0
M473,31.5,300,1
M722,29.3,266,0
M931,50.7,307,1
M036,54.7,42,0
M733,88.3,430,0
M397,35.6,84,1
M874,92.2,91,1
M016,28.7,401,0
M077,73.2,324,1
M418,21.9,332,0
M256,45.6,129,0
M734,30.0,161,1
M113,10.4,169,1
M897,27.9,199,1
M600,45.8,287,1
M355,54.3,91,0
M413,84.0,409,1
M976,86.6,426,0
M884,96.1,64,1
M010,98.0,86,0
M439,34.6,391,0
M542,18.8,123,1
M395,64.8,60,1
M267,26.9,85,0
M904,15.8,75,1
M399,34.4,139,1
M256,76.2,421,1
M604,79.3,394,0
M875,58.9,59,1
M562,38.1,426,0
M417,58.0,117,1
M394,63.7,270,0
M754,74.0,396,0
M955,45.4,129,1
M331,40.0,357,0
M772,80.6,231,1
M782,62.6,58,0
M342,30.1,61,1
M742,20.0,419,0
M864,74.3,397,1
M406,95.6,97,0
M890,10.3,356,1
M074,51.8,132,1
M895,64.4,105,1
M614,81.9,312,1
M119,68.7,479,1
M967,20.3,381,1
M569,57.0,465,0
M547,79.2,479,1
M395,42.9,152,0
M171,68.3,407,0
M346,98.5,467,0
M475,86.2,345,0
M628,93.9,294,0
M604,63.4,150,1
M982,25.1,173,0
M084,33.6,272,1
M243,24.9,155,1
M803,97.1,121,1
M356,46.1,348,0
M620,80.8,137,0
M797,52.3,91,0
M241,22.7,366,1
M603,38.2,59,0
M523,45.6,278,1
M142,34.0,294,1
M302,69.6,434,0
M382,74.2,391,1
M431,29.5,96,1
M180,45.1,50,1
M375,88.4,398,1
M758,43.5,370,0
M464,43.9,308,1
M978,19.9,79,0
M553,69.5,461,1
M554,96.7,433,0
M809,73.6,247,0
M574,96.3,454,0
M670,95.3,275,0
M919,33.6,310,1
M059,75.2,187,1
M378,37.7,259,0
M186,73.5,436,0
M121,10.7,229,1
M828,48.3,116,1
M882,73.6,378,1
M487,84.3,36,0
M494,96.4,401,0
M749,99.3,198,0
M548,76.9,399,1
M121,72.6,262,1
M678,34.6,415,0
M020,52.9,254,1
M986,73.9,82,0
M603,48.1,48,1
M198,34.7,287,0
M444,86.0,163,0
M531,92.2,392,1
M445,37.3,363,1
M989,97.2,208,1
M019,46.6,238,1
M243,91.1,160,0
M973,14.4,380,0
M439,41.8,459,1
M565,24.5,396,0
M555,16.6,90,1
M529,85.3,265,1
M367,79.6,211,0
M506,14.2,470,1
M235,55.1,311,0
M705,14.3,204,1
M999,62.5,78,0
M835,24.3,351,1
M281,66.2,180,1
M066,87.8,35,0
M044,84.2,417,0
M417,52.7,423,0
M504,42.9,259,0
M942,72.1,68,0
M147,21.2,32,0
M479,81.9,282,0
M588,78.4,27,1
M768,76.1,466,1
M296,53.9,472,0
M485,85.1,305,0
M009,54.9,337,0
M859,33.5,73,0
M424,69.9,64,1
M107,48.6,142,1
M600,83.7,444,1
M377,55.0,48,1
M576,77.3,459,0
M410,50.1,234,0
M193,76.5,11,0
M917,26.6,136,0
M450,70.1,178,0
M843,82.1,175,0
M424,66.9,39,0
M405,21.3,220,0
M247,87.0,415,0
M202,84.7,232,0
M341,13.7,305,1
M119,32.2,279,0
M801,54.8,243,0
M797,29.0,72,1
M208,61.5,205,0
M436,89.1,306,1
M013,62.4,390,1
M414,39.5,155,1
M068,58.2,407,1
M501,60.4,230,1
M851,64.8,166,1
M454,66.9,465,0
M143,79.0,417,0
M468,90.7,477,0
M743,37.0,379,1
M049,56.6,108,1
M962,79.4,91,0
M255,25.1,250,0
M792,94.8,40,0
M351,77.2,12,0
M977,86.1,430,1
M617,12.0,431,0
M183,25.5,212,0
M889,38.6,442,1
M252,76.3,479,0
M452,92.0,121,0
M153,60.6,108,1
M577,15.9,190,1
M734,28.8,260,1
M784,99.4,388,1
M649,53.6,110,0
M113,14.2,327,1
M174,77.8,137,0
M991,93.8,465,1
M636,20.3,159,0
M860,14.3,467,0
M535,87.9,16,1
M236,54.5,50,1
M555,45.0,62,1
M164,73.5,265,1
M329,10.2,367,0
M774,24.9,424,0
M464,64.0,390,0
M800,84.2,53,1
M370,40.9,74,0
M883,45.0,217,1
M561,48.8,435,1
M066,22.7,258,1
M627,34.5,18,0
M262,43.5,102,1
M558,61.5,202,1
M570,25.0,51,1
M887,54.9,122,1
M373,43.5,331,1
M920,18.0,72,0
M254,53.9,286,0
M251,17.3,393,1
M781,80.1,402,0
M114,78.5,198,1
M869,16.9,96,0
M446,45.9,19,0
M422,19.5,389,1
M735,53.8,197,1
M391,65.1,147,1
M119,92.6,190,0
M142,74.0,168,1
M484,50.3,143,0
M382,31.4,312,1
M691,29.1,121,1
M917,25.0,238,1
M996,64.0,117,1
M757,89.9,460,0
M858,55.3,35,1
M097,48.9,40,1
M156,22.3,283,0
M783,94.4,112,0
M231,14.3,24,0
M733,18.6,162,0
M425,67.2,97,0
M152,10.6,266,1
M838,31.0,333,1
M794,34.1,120,0
M831,32.2,32,0
M1000,27.8,424,0
M896,38.5,278,0
M533,39.9,312,1
M979,90.4,282,0
M689,94.9,215,1
M666,86.8,385,1
M711,33.2,328,1
M668,30.4,97,1
M957,12.0,369,1
M585,25.3,305,0
M089,85.7,209,1
M189,60.5,175,1
M598,58.3,291,1
M382,10.3,319,0
M384,33.4,460,1
M856,18.7,384,0
M255,78.1,361,1
M065,36.3,477,0
M713,33.8,44,0
M141,73.1,413,0
M148,19.8,45,0
M948,63.5,137,1
M117,55.0,133,0
M348,54.2,247,1
M371,78.4,161,0
M613,96.5,187,1
M702,47.4,441,1
M593,60.8,390,1
M651,23.1,277,0
M763,67.8,378,0
M826,63.0,37,1
M725,88.0,389,1
M449,19.3,341,1
M328,90.4,397,0
M107,53.1,269,1
M538,62.3,358,1
M764,81.1,299,1
M560,48.0,84,1
M026,89.5,354,1
M453,60.0,174,0
M474,95.5,359,0
M772,70.6,332,1
M045,49.2,73,1
M609,39.4,102,0
M110,99.1,304,1
M886,57.6,213,1
M634,44.5,449,1
M804,65.1,48,0
M770,29.5,365,0
M170,56.6,438,1
M950,70.8,175,0
M462,40.6,207,1
M736,32.9,355,0
M160,13.2,145,0
M995,77.4,147,0
M322,32.0,56,1
M574,81.9,117,0
M118,76.4,445,1
M658,40.8,464,1
M242,36.0,98,1
M366,77.6,295,1
M461,79.3,64,0
M537,43.3,302,0
M016,76.8,24,1
M203,95.0,135,1
M956,92.9,333,1
M510,88.7,122,1
M431,94.9,187,0
M109,24.0,469,1
M824,87.8,180,1
M764,45.8,36,0
M591,45.4,234,0
M537,25.9,145,0
M606,36.9,342,1
M918,56.5,386,0
M646,27.7,15,1
M727,97.6,318,1
M376,68.5,344,1
M417,84.0,27,1
M817,13.8,154,0
M372,23.7,296,1
M084,86.6,361,1
M835,26.4,466,1
M388,62.9,82,0
M976,17.6,50,1
M523,90.4,351,1
M054,30.7,164,0
M248,25.7,379,0
M737,82.7,62,1
M385,79.8,101,1
M516,33.5,428,0
M489,65.1,285,1
M426,61.9,426,1
M024,15.9,30,0
M301,82.0,141,1
M426,61.9,377,0
M638,11.5,369,0
M121,72.3,340,1
M113,76.5,342,1
M731,63.5,24,1
M404,64.2,371,1
M558,25.5,413,0
M959,20.4,457,0
M336,87.6,18,1
M239,24.3,23,1
M950,23.1,407,1
M309,23.3,453,0
M326,83.4,239,0
M926,76.3,335,1
M263,29.2,319,0
M340,68.4,230,0
M009,73.8,317,0
M697,57.6,260,1
M069,98.8,219,0
M271,86.8,46,1
M221,75.0,158,1
M136,33.0,228,1
M440,49.0,154,0
M972,42.8,245,1
M620,21.4,365,1
M103,91.4,155,0
M587,24.5,454,1
M868,29.1,471,0
M814,76.9,77,0
M384,84.4,11,1
M980,42.7,28,0
M093,20.8,468,0
M693,33.2,227,0
M078,92.1,323,1
M735,22.9,288,0
M724,64.6,305,1
M052,79.7,23,1
M286,50.6,336,0
M385,89.1,214,1
M856,54.2,390,1
M377,57.8,424,0
M108,91.3,237,1
M772,42.7,371,1
M082,83.3,301,0
M526,88.1,280,1
M110,34.7,292,0
M615,34.2,407,1
M711,12.5,58,0
M400,57.5,363,0
M431,67.8,352,0
M040,39.1,264,1
M273,29.2,235,1
M329,80.7,343,0
M373,81.2,333,1
M862,21.6,439,0
M179,57.4,310,1
M015,99.7,342,1
M884,98.5,77,0
M020,25.3,52,0
M799,76.4,81,0
M882,24.1,281,1
M174,86.3,477,1
M105,64.0,34,1
M482,18.1,142,1
M352,82.5,56,1
M512,76.4,203,1
M286,58.4,103,1
M352,35.7,411,0
M846,25.1,470,0
M689,75.4,386,0
M262,56.0,199,1
M109,62.5,276,0
M173,17.5,183,0
M719,12.1,261,1
M604,90.4,322,0
M202,25.0,283,0
M428,18.3,288,0
M424,26.0,198,0
M273,26.3,108,1
M978,62.6,414,1
M710,62.6,164,1
M975,77.1,39,0
M305,38.0,167,1
M296,85.9,351,0
M522,17.3,440,0
M520,90.2,251,0
M728,54.4,299,1
M221,95.6,129,0
M083,41.1,290,1
M779,76.9,35,0
M184,48.0,404,0
M220,84.7,165,1
M685,35.5,352,1
M619,45.8,68,1
M883,52.3,114,1
M125,23.8,297,0
M398,52.1,400,1
M855,81.9,356,1
M931,63.9,388,0
M935,44.2,209,0
M187,15.5,289,0
M424,82.0,226,1
M472,55.3,44,1
M454,85.5,198,1
M523,64.0,55,0
M176,85.2,206,1
M525,49.6,385,1
M765,16.9,375,0
M352,17.2,460,0
M584,10.9,316,0
M225,89.6,32,0
M608,22.8,249,0
M069,96.1,16,1
M676,17.5,32,1
M085,74.8,419,0
M868,37.3,61,1
M416,23.2,279,0
M561,34.7,229,1
M911,40.4,433,0
M858,41.5,194,1
M726,87.0,369,1
M158,59.6,141,1
M193,62.0,278,1
M579,59.0,158,1
M305,97.2,425,0
M066,57.0,38,1
M121,29.9,406,0
M974,32.6,101,0
M235,27.8,409,1
M348,55.4,75,0
M661,33.5,395,0
M358,37.1,243,0
M783,44.2,438,0
M118,92.3,77,0
M726,45.3,202,0
M016,14.4,439,0
M070,86.4,45,1
M751,24.7,187,1
M104,13.1,426,1
M699,33.8,292,0
M235,31.0,226,1
M172,58.5,112,0
M614,96.8,282,1
M851,77.6,70,0
M433,82.5,400,0
M622,93.8,454,1
M848,76.0,435,0
M055,91.5,443,1
M048,63.8,396,1
M238,71.4,376,1
M821,38.3,243,1
M196,57.1,195,0
M917,64.5,360,0
M539,60.8,258,0
M475,51.6,368,1
M137,56.7,201,0
M967,37.5,327,0
M143,28.0,364,1
M076,61.7,70,0
M496,48.9,446,0
M709,38.2,43,0
M706,90.7,356,0
M958,88.1,299,1
M839,91.3,389,1
M206,24.9,327,1
M982,34.0,52,1
M561,29.3,94,1
M692,99.0,474,1
M793,65.2,420,1
M163,59.1,175,0
M339,49.6,64,0
M254,45.5,312,0
M309,48.5,335,0
M711,73.5,18,1
M801,17.4,110,0
M169,40.5,448,0
M980,22.5,158,0
M463,77.8,418,0
M137,12.2,475,0
M835,33.0,51,0
M015,49.5,211,1
M663,90.4,349,1
M050,49.1,120,0
M274,19.8,238,0
M619,87.0,259,0
M537,65.3,300,0
M776,86.4,302,1
M271,38.5,460,0
M489,83.3,324,0
M908,19.9,460,1
M519,30.7,315,0
M905,56.6,92,0
M595,51.3,196,0
M475,45.3,51,1
M837,33.8,378,0
M853,27.6,31,1
M628,81.3,76,1
M082,13.7,181,0
M798,95.1,115,0
M184,23.7,248,0
M219,20.9,340,0
M534,27.8,15,1
M146,13.5,281,0
M630,42.1,385,1
M384,87.2,460,0
M222,88.0,179,1
M789,90.1,10,0
M886,90.2,249,1
M207,76.9,325,0
M965,61.1,45,1
M636,10.6,74,1
M476,55.1,366,0
M592,75.4,68,1
M565,15.9,193,0
M359,60.4,239,1
M771,14.6,403,1
M742,95.6,259,0
M830,54.4,156,0
M474,10.0,102,0
M665,40.8,244,0
M824,22.3,282,0
M487,34.3,200,1
M567,52.3,121,0
M614,52.5,361,0
M856,83.4,389,1
M283,28.0,83,1
M749,29.6,372,1
M555,87.6,379,0
M003,83.4,166,0
M785,13.5,178,1
M643,61.9,453,1
M616,95.9,403,0
M497,72.4,20,1
M302,32.9,370,0
M964,69.3,141,0
M801,86.1,431,0
M969,38.2,346,0
M848,45.9,221,0
M083,94.2,32,0
M010,75.1,291,0
M472,70.4,41,1
M361,24.9,16,1
M770,41.4,449,0
M057,39.9,145,0
M587,15.8,121,0
M718,46.5,138,0
M253,30.3,321,1
M562,13.2,104,0
M252,32.6,347,1
M546,50.3,473,1
M300,20.6,398,1
M992,59.7,46,0
M560,15.7,321,1
M169,50.6,53,0
M552,15.1,324,0
M747,34.5,280,0
M116,21.3,444,1
M484,92.1,187,0
M708,96.9,438,1
M496,65.4,182,0
M047,95.6,319,1
M027,33.5,114,0
M103,51.2,194,1
M995,38.6,327,1
M729,91.5,333,0
M843,61.2,108,1
M076,36.8,206,0
M634,22.6,393,1
M103,90.9,368,1
M237,66.5,176,0
M137,17.1,388,0
M108,20.6,174,1
M350,47.6,365,0
M958,14.9,370,1
M305,59.0,282,1
M754,14.7,175,1
M410,82.2,448,0
M557,85.4,116,1
M600,14.7,255,1
M329,99.0,324,0
M987,58.2,327,0
M530,88.8,326,1
M635,16.5,450,0
M919,92.5,306,1
M819,38.0,182,0
M422,40.3,33,1
M789,23.6,69,1
M852,76.0,469,0
M521,79.8,249,1
M229,37.2,96,1
M701,80.9,427,0
M871,86.9,427,0
M793,21.8,443,1
M476,98.1,295,0
M418,91.5,160,0
M032,87.7,357,1
M357,58.7,12,1
M682,13.4,422,0
M074,70.0,51,0
M524,40.4,299,1
M104,44.4,219,0
M592,59.7,300,1
M344,11.0,88,0
M059,71.2,414,1
M502,99.6,245,1
M362,93.1,68,0
M750,97.1,286,0
M307,69.2,445,1
M960,20.8,146,0
M170,74.8,447,1
M004,95.8,480,0
M779,48.7,49,0
M428,50.3,103,1
M922,66.7,259,0
M496,15.1,356,0
M162,15.9,129,0
M949,71.5,13,0
M216,40.4,159,1
M762,79.9,163,0
M057,52.4,404,1
M067,99.2,363,0
M039,53.1,260,0
M805,16.2,297,1
M008,81.6,265,0
M113,33.1,97,1
M829,41.3,80,1
M888,32.2,382,0
M772,44.6,19,0
M183,43.2,47,1
M421,37.4,346,1
M589,99.3,131,1
M947,24.7,44,0
M278,66.8,465,1
M735,50.4,241,1
M543,47.6,48,0
M284,32.1,30,0
M309,11.2,291,1
M615,81.1,221,0
M627,18.9,121,0
M562,98.0,109,0
M918,40.5,416,1
M107,86.6,336,0
M735,60.9,197,1
M112,20.3,392,0
M095,67.6,312,0
M634,97.8,304,0
M365,61.1,157,1
M364,94.3,209,1
M672,30.4,297,1
M624,64.0,63,1
M469,76.9,230,0
M247,46.1,178,1
M160,54.2,25,0
M006,94.6,190,0
M825,33.3,178,1
M523,20.5,381,0
M257,76.9,32,1
M509,40.9,158,0
M910,98.5,456,0
M469,57.3,260,1
M255,13.2,480,0
M179,87.3,332,1
M637,29.7,142,1
M417,85.6,402,1
M350,12.8,290,1
M588,18.4,69,1
M891,22.1,308,1
M528,34.2,461,0
M605,73.5,277,0
M637,67.2,445,1
M320,43.6,476,1
M144,37.5,159,0
M547,37.6,19,1
M499,79.8,264,1
M681,69.1,210,1
M123,55.1,366,0
M401,11.6,357,1
M065,33.8,448,0
M218,15.3,95,1
M115,99.9,70,1
M500,78.4,452,1
M717,27.3,447,0
M785,84.2,77,0
M310,68.2,448,1
M904,36.7,313,0
M919,30.7,274,1
M093,65.4,112,0
M387,87.2,342,1
M163,92.3,53,0
M247,66.9,156,0
M062,94.0,382,1
M343,97.2,479,0
M324,55.9,154,0
M930,43.3,193,1
M467,22.1,209,0
M192,58.2,147,1
M608,18.4,171,1
M655,86.8,267,1
M859,16.9,389,1
M306,31.0,14,1
M207,74.1,433,0
M070,65.6,378,1
M187,42.6,340,0
M488,60.8,171,1
M688,68.8,122,0
M614,57.3,373,0
M107,56.4,395,0
M606,69.6,413,0
M031,52.2,131,0
M716,74.0,366,0
M467,66.5,403,0
M838,87.1,106,1
M717,36.5,441,1
M179,24.4,38,0
M818,47.4,305,1
M041,75.7,371,0
M893,45.7,142,0
M146,16.2,399,0
M442,11.0,318,1
M555,79.4,403,1
M446,33.1,59,0
M104,28.2,127,1
M186,21.4,360,1
M630,58.8,322,0
M709,17.0,112,1
M945,61.7,408,0
M792,78.5,21,0
M590,30.0,468,1
M160,13.1,427,0
M073,66.5,345,0
M698,22.1,222,0
M972,59.8,268,1
M646,22.7,413,0
M512,80.8,394,1
M456,42.0,465,1
M715,98.1,218,1
M607,31.5,345,1
M537,16.8,278,1
M605,36.1,375,0
M622,70.3,165,0
M572,93.2,357,0
M155,46.4,237,0
M271,63.5,90,0
M047,98.0,101,0
M158,42.4,455,0
M544,65.9,198,1
M074,83.9,352,1
M966,12.8,44,0
M492,16.9,366,1
M820,68.8,42,1
M962,45.3,280,0
M548,94.5,17,0
M661,62.3,431,0
M076,67.9,315,0
M196,99.0,451,1
M403,41.7,165,0
M841,40.9,390,1
M385,97.2,27,1
M970,76.8,170,0
M606,36.0,404,1
M091,34.4,53,0
M242,57.4,402,0
M204,79.1,427,1
M234,51.8,363,1
M180,25.3,449,0
M683,48.3,408,1
M119,95.4,345,0
M355,69.1,465,1
M531,67.3,297,1
M220,16.9,335,0
M465,76.5,216,0
M748,78.2,180,0
M998,47.6,46,1
M138,20.8,382,0
M115,21.6,270,1
M259,62.4,451,1
M406,18.6,316,1
M012,58.3,250,0
M645,45.8,473,0
M786,53.9,170,0
M245,62.5,184,1
M530,11.2,331,1
M824,69.9,219,1
M579,81.4,399,0
M769,21.9,462,0
M054,15.0,261,0
M672,41.3,354,1
M035,91.0,227,0
M222,56.3,112,1
M845,26.9,467,1
M060,63.9,162,0
M367,97.2,101,0
M941,51.4,472,1
M173,97.4,47,1
M278,21.7,282,0
M787,53.6,97,0
M143,88.8,30,1
M075,19.2,327,1
M182,69.8,106,1
M378,43.4,371,1
M312,67.9,466,0
M964,55.9,191,0
M238,57.7,94,0
M445,79.9,445,1
M808,39.1,125,1
M495,12.5,323,1
M415,31.4,367,0
M475,12.8,345,0
M066,85.9,279,1
M097,73.8,473,0
M407,91.1,205,0
M461,16.3,437,0
M900,71.8,334,0
M599,11.1,472,1
M653,65.8,446,0
M681,78.1,296,1
M828,38.8,187,1
M122,22.3,64,0
M261,61.0,74,0
M824,99.3,407,0
M895,59.8,261,0
M256,56.2,434,0
M911,11.1,58,1
M686,42.8,384,0
M975,19.9,329,1
M154,60.0,448,1
M334,12.3,32,0
M250,15.9,172,0
M213,36.8,444,1
M025,17.2,313,0
M772,45.5,437,1
M658,59.5,21,1
M735,64.1,226,1
M356,30.5,57,0
M469,94.4,137,1
M859,19.7,381,1
M023,27.8,443,1
M226,55.2,107,0
M497,87.4,180,1
M519,19.4,395,0
M636,43.2,427,0
M758,36.2,380,1
M508,63.3,342,0
M466,33.9,331,1
M892,49.5,459,0
M090,89.2,244,1
M427,19.4,45,1
M736,74.0,124,0
M054,41.4,179,0
M671,30.4,429,1
M427,91.3,83,0
M417,29.8,73,0
M825,77.7,199,1
M874,93.4,14,1
M386,95.7,166,0
M550,98.8,201,1
M266,19.9,89,1
M348,74.2,208,0
M560,91.7,85,0
M674,84.4,177,1
M574,25.8,305,0
M133,59.3,355,1
M134,96.2,461,1
M772,29.1,66,1
M637,20.5,294,0
M379,12.9,237,0
M080,13.9,78,1
M760,49.3,64,0
M591,38.3,351,0
M480,52.6,21,1
M478,93.8,355,1
M645,40.0,167,1
M619,88.6,140,0
M712,94.0,403,0
M665,92.5,57,0
M171,47.9,86,0
M286,39.1,96,0
M089,68.5,472,1
M817,40.7,166,0
M462,87.2,15,1
M350,28.7,276,1
M268,29.1,237,0
M791,53.9,364,0
M687,37.3,178,0
M726,55.7,183,1
M023,53.3,123,1
M342,42.0,462,0
M219,69.2,323,1
M137,25.0,446,1
M625,43.2,358,0
M699,15.8,261,1
M423,94.4,62,0
M199,88.1,421,1
M472,60.5,476,1
M215,30.7,282,1
M555,47.9,142,1
M502,14.3,413,0
M865,58.5,135,0
M052,93.1,118,1
M887,54.7,73,1
M165,24.1,327,1
M164,44.5,48,1
M067,55.8,55,0
M076,80.9,311,0
M263,65.2,355,0
M536,28.3,156,0
M776,64.0,398,1
M884,36.7,401,1
M515,59.3,472,1
M504,38.4,414,1
M197,12.4,394,0
M838,23.1,226,0
M850,82.6,406,0
M524,10.7,319,1
M215,70.1,309,1
M244,90.3,458,1
M571,96.2,90,1
M738,99.0,273,1
M324,17.7,114,0
M474,35.8,469,1
M204,39.5,406,0
M939,69.4,117,1
M165,75.9,152,0
M829,62.3,422,0
M613,27.7,89,0
M095,63.0,159,1
M292,40.4,384,1
M457,51.9,122,0
M067,63.5,46,0
